genome,domain,phylum,class,order,family,genus,species,source,assembly,accession,description,substrate,country,origin,assign,database,completeness,contamination
GCF_011074885.1_ASM1107488v2_genomic,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Pichiaceae,Brettanomyces,Brettanomyces bruxellensis,NCBI,RefSeq,GCF_011074885.1,Fruit wine,fruit,Australia,Thailand,eukaryote,MiFoDB_beta_v3_euk,98.76,0.21
GCF_013340325.1_ASM1334032v1_genomic,Eukaryota,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus tubingensis,NCBI,RefSeq,GCF_013340325.1,NA,NA,NA,NA,eukaryote,MiFoDB_beta_v3_euk,100,0
GCF_016861625.1_AkawachiiIFO4308_assembly01_genomic,Eukaryota,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus luchuensis,NCBI,RefSeq,GCF_016861625.1,NA,NA,Japan,Japan,eukaryote,MiFoDB_beta_v3_euk,100,0
GCF_020623625.1_UHD_SCDLUD_16_genomic,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycodaceae,Saccharomycodes,Saccharomycodes ludwigii,NCBI,RefSeq,GCF_020623625.1,NA,NA,Germany,Japan,eukaryote,MiFoDB_beta_v3_euk,97.31,0.21
GCF_020744385.1_Fuseq1_genomic,Eukaryota,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Fusarium flagelliforme,NCBI,RefSeq,GCF_020744385.1,NA,NA,NA,NA,eukaryote,MiFoDB_beta_v3_euk,100,0
GCF_028827035.1_ASM2882703v1_genomic,Eukaryota,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium chrysogenum,NCBI,RefSeq,GCF_028827035.1,NA,NA,Denmark,NA,eukaryote,MiFoDB_beta_v3_euk,100,0
GCF_903064755.1_KABA2_genomic,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Kazachstania,Kazachstania barnettii,NCBI,RefSeq,GCF_903064755.1,NA,NA,NA,NA,eukaryote,MiFoDB_beta_v3_euk,100,0.62
ODFM-BA-A-0050-001_Hanseniaspora_uvarum_CBA6001,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycodaceae,Hanseniaspora,Hanseniaspora uvarum,Whon et al. 2021,draft,NA,kimchi,vegetable,South Korea,South Korea,eukaryote,MiFoDB_beta_v3_euk,60.87,0.43
ODFM-BA-A-0051-001_Pichia_kluyveri_CBA6002,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Pichiaceae,Pichia,Pichia kluyveri CBA6002,Whon et al. 2021,draft,NA,kimchi,vegetable,South Korea,South Korea,eukaryote,MiFoDB_beta_v3_euk,79.5,11.59
ODFM-BA-A-0052-001_Yarrowia_lipolytica_CBA6003,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Dipodascaceae,Yarrowia,Yarrowia lipolytica CBA6003,Whon et al. 2021,draft,NA,kimchi,vegetable,South Korea,South Korea,eukaryote,MiFoDB_beta_v3_euk,100,0
ODFM-BA-A-0118-001_Brettanomyces_anomalus_YV396,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Pichiaceae,Brettanomyces,Brettanomyces anomalus YV396,Whon et al. 2021,draft,NA,beer,grains,Belgium,Belgium,eukaryote,MiFoDB_beta_v3_euk,99.17,0
ODFM-BA-A-0144-001_Penicillium_roqueforti_CECT_2905,Eukaryota,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium roqueforti CECT 2905,Whon et al. 2021,draft,NA,cheese,dairy,Chile,Chile,eukaryote,MiFoDB_beta_v3_euk,100,0
ODFM-BA-A-0193-001_Saccharomyces_cerevisiae_beer44,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,Whon et al. 2021,complete,NA,beer,grains,Belgium,Belgium,eukaryote,MiFoDB_beta_v3_euk,100,0.21
ODFM-BA-A-0197-001_Saccharomyces_pastorianus_CBS_1513,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces pastorianus CBS 1513,Whon et al. 2021,draft,NA,beer,grains,NA,NA,eukaryote,MiFoDB_beta_v3_euk,100,69.36
BertuzziAS_2018__ERR2212293__bin.3,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Brevibacteriaceae,Brevibacterium,Brevibacterium aurantiacum,Pasolli et al. 2020,MAG,NA,surface ripened cheese,dairy,Ireland,Ireland,prokaryote,MiFoDB_beta_v3_prok,100,0
BertuzziAS_2018__ERR2212303__bin.1,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Brevibacteriaceae,Brevibacterium,Brevibacterium casei,Pasolli et al. 2020,MAG,NA,surface ripened cheese,dairy,Ireland,Ireland,prokaryote,MiFoDB_beta_v3_prok,99.71,0
BertuzziAS_2018__ERR2212303__bin.3,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Brevibacteriaceae,Brevibacterium,Brevibacterium linens,Pasolli et al. 2020,MAG,NA,surface ripened cheese,dairy,Ireland,Ireland,prokaryote,MiFoDB_beta_v3_prok,100,0
C-03.Ssa-BR,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus sp003521145,Kothe et al. 2021,MAG,NA,raw canastra cheese,dairy,Brazil,"Minas Gerais, Brazil",prokaryote,MiFoDB_beta_v3_prok,97.97,1.1
C-R02.bin.1,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Micrococcaceae,Galactobacter,Galactobacter sp.,Kothe et al. 2021,MAG,NA,raw canastra cheese,dairy,Brazil,"Minas Gerais, Brazil",prokaryote,MiFoDB_beta_v3_prok,92.75,1.03
C-R03.bin.7,Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Bavariicoccus,Bavariicoccus seileri,Kothe et al. 2021,MAG,NA,raw canastra cheese,dairy,Brazil,"Minas Gerais, Brazil",prokaryote,MiFoDB_beta_v3_prok,98.91,0
C-R06.bin.10,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Proteus,Proteus vulgaris,Kothe et al. 2021,MAG,NA,raw araxa cheese,dairy,Brazil,"Minas Gerais, Brazil",prokaryote,MiFoDB_beta_v3_prok,91.62,1.35
C-R06.bin.12,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Dermabacteraceae,Brachybacterium,Brachybacterium alimentarium,Kothe et al. 2021,MAG,NA,raw araxa cheese,dairy,Brazil,"Minas Gerais, Brazil",prokaryote,MiFoDB_beta_v3_prok,100,0.64
C-R06.bin.5,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Providencia,Providencia rettgeri_A,Kothe et al. 2021,MAG,NA,raw araxa cheese,dairy,Brazil,"Minas Gerais, Brazil",prokaryote,MiFoDB_beta_v3_prok,97.21,7.21
C-R06.bin.7,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,Stenotrophomonas maltophilia_A,Kothe et al. 2021,MAG,NA,raw araxa cheese,dairy,Brazil,"Minas Gerais, Brazil",prokaryote,MiFoDB_beta_v3_prok,94.43,4.92
C-R07.bin.7,Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,Staphylococcus saprophyticus,Kothe et al. 2021,MAG,NA,raw araxa cheese,dairy,Brazil,"Minas Gerais, Brazil",prokaryote,MiFoDB_beta_v3_prok,99.44,0
C-R09.bin.5,Bacteria,Actinobacteriota,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Acidipropionibacterium,Acidipropionibacterium acidipropionici,Kothe et al. 2021,MAG,NA,raw araxa cheese,dairy,Brazil,"Minas Gerais, Brazil",prokaryote,MiFoDB_beta_v3_prok,100,0
C-R13.bin.1,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Microbacteriaceae,Microbacterium,Microbacterium sp.,Kothe et al. 2021,MAG,NA,raw serro cheese,dairy,Brazil,"Minas Gerais, Brazil",prokaryote,MiFoDB_beta_v3_prok,93.13,1.11
C-R13.bin.7,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Corynebacterium,Corynebacterium variabile,Kothe et al. 2021,MAG,NA,raw serro cheese,dairy,Brazil,"Minas Gerais, Brazil",prokaryote,MiFoDB_beta_v3_prok,98.87,0.45
C-R14.bin.10,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Brevibacteriaceae,Brevibacterium,Brevibacterium sp. 1,Kothe et al. 2021,MAG,NA,raw serro cheese,dairy,Brazil,"Minas Gerais, Brazil",prokaryote,MiFoDB_beta_v3_prok,93.05,3.25
C-R14.bin.5,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Brevibacteriaceae,Brevibacterium,Brevibacterium sp004745075,Kothe et al. 2021,MAG,NA,raw serro cheese,dairy,Brazil,"Minas Gerais, Brazil",prokaryote,MiFoDB_beta_v3_prok,87.65,2.81
C-R14.bin.7,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Corynebacterium,Corynebacterium sp. 1,Kothe et al. 2021,MAG,NA,raw serro cheese,dairy,Brazil,"Minas Gerais, Brazil",prokaryote,MiFoDB_beta_v3_prok,89.7,2.29
EBC_030.11,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Rahnella,Rahnella variigena,This paper,MAG,NA,Alimentari Aurora red kraut solid,vegetable,United States of America,"San Francisco, CA, United States of America",prokaryote,MiFoDB_beta_v3_prok,56.9,0
EBC_031.14,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter_A,Citrobacter_A amalonaticus,This paper,MAG,NA,Alimentari Aurora red kraut brine,vegetable,United States of America,"San Francisco, CA, United States of America",prokaryote,MiFoDB_beta_v3_prok,56.19,0
EBC_035.5,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Tatumella,Tatumella sp.,This paper,MAG,NA,Stagiaire SB cider,fruit,United States of America,"San Francisco, CA, United States of America",prokaryote,MiFoDB_beta_v3_prok,72.62,3.99
EBC_040.8,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Aureimonas_A,Aureimonas_A sp001425485,This paper,MAG,NA,Queens Water Kimchi,vegetable,United States of America,"San Francisco, CA, United States of America",prokaryote,MiFoDB_beta_v3_prok,81.93,0.91
EBC_080.1,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Erwinia,Erwinia persicina,This paper,MAG,NA,Dofu mold,soy,United States of America,"Liberty, TN, United States of America",prokaryote,MiFoDB_beta_v3_prok,96.07,3.48
EBC_080.11,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter guillouiae,This paper,MAG,NA,Dofu mold,soy,United States of America,"Liberty, TN, United States of America",prokaryote,MiFoDB_beta_v3_prok,59.66,0
EBC_082.15,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Kosakonia,Kosakonia cowanii,This paper,MAG,NA,Furu #2,soy,United States of America,"Liberty, TN, United States of America",prokaryote,MiFoDB_beta_v3_prok,92.69,4.54
EBC_082.8,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter junii,This paper,MAG,NA,Furu #2,soy,United States of America,"Liberty, TN, United States of America",prokaryote,MiFoDB_beta_v3_prok,95.03,1.19
EBC_084.33,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halomonadaceae,Chromohalobacter,Chromohalobacter sp.,This paper,MAG,NA,Shoyu,soy,United States of America,"Liberty, TN, United States of America",prokaryote,MiFoDB_beta_v3_prok,63.79,3.45
EBC_084.34,Bacteria,Proteobacteria,Gammaproteobacteria,Nevskiales,Salinisphaeraceae,Salinisphaera,Salinisphaera sp.,This paper,MAG,NA,Shoyu,soy,United States of America,"Liberty, TN, United States of America",prokaryote,MiFoDB_beta_v3_prok,88.85,3.44
EBC_084.37,Bacteria,Firmicutes,Bacilli,Bacillales_D,Amphibacillaceae,Lentibacillus,Lentibacillus salicampi,This paper,MAG,NA,Shoyu,soy,United States of America,"Liberty, TN, United States of America",prokaryote,MiFoDB_beta_v3_prok,74.39,1.67
EBC_086.5,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc sp.,This paper,MAG,NA,Potato Kimchi,vegetable,United States of America,"Montana, United States of America",prokaryote,MiFoDB_beta_v3_prok,99.44,1.76
EBC_088.16,Bacteria,Firmicutes,Bacilli,Brevibacillales,Brevibacillaceae,Brevibacillus,Brevibacillus borstelensis,This paper,MAG,NA,Burmese natto,soy,Myanmar,Myanmar,prokaryote,MiFoDB_beta_v3_prok,96.18,1.36
EBC_088.26,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus macedonicus,This paper,MAG,NA,Burmese natto,soy,Myanmar,Myanmar,prokaryote,MiFoDB_beta_v3_prok,95.26,1.44
EBC_088.5,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus glycinifermentans,This paper,MAG,NA,Burmese natto,soy,Myanmar,Myanmar,prokaryote,MiFoDB_beta_v3_prok,98.33,0.72
EBC_089.11,Bacteria,Proteobacteria,Gammaproteobacteria,Cardiobacteriales,Wohlfahrtiimonadaceae,Ignatzschineria,Ignatzschineria cameli,This paper,MAG,NA,Dawadawa,soy,Ghana,Ghana,prokaryote,MiFoDB_beta_v3_prok,87.36,4.39
EBC_089.14,Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Globicatella,Globicatella sulfidifaciens,This paper,MAG,NA,Dawadawa,soy,Ghana,Ghana,prokaryote,MiFoDB_beta_v3_prok,78.58,2.36
EBC_089.16,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Proteus,Proteus mirabilis,This paper,MAG,NA,Dawadawa,soy,Ghana,Ghana,prokaryote,MiFoDB_beta_v3_prok,96.22,0.54
EBC_089.4,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Paenalcaligenes,Paenalcaligenes sp012518715,This paper,MAG,NA,Dawadawa,soy,Ghana,Ghana,prokaryote,MiFoDB_beta_v3_prok,84.65,4.83
EBC_089.8,Bacteria,Firmicutes,Bacilli,Bacillales_A,Planococcaceae,Savagea,Savagea sp.,This paper,MAG,NA,Dawadawa,soy,Ghana,Ghana,prokaryote,MiFoDB_beta_v3_prok,72.02,0.55
EBC_090.1,Archaea,Thermoproteota,Korarchaeia,,,,class Korarchaeia sp.,This paper,MAG,NA,Lacto Elderberries,vegetable,Belgium,"Antwerp, Belgium",prokaryote,MiFoDB_beta_v3_prok,50.32,6.74
EBC_090.4,Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,Staphylococcus nepalensis,This paper,MAG,NA,Lacto Elderberries,vegetable,Belgium,"Antwerp, Belgium",prokaryote,MiFoDB_beta_v3_prok,91.36,3.87
EBC_090.9,Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,Staphylococcus cohnii,This paper,MAG,NA,Lacto Elderberries,vegetable,Belgium,"Antwerp, Belgium",prokaryote,MiFoDB_beta_v3_prok,64.83,0
EBC_095.37,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Erwinia,Erwinia sp003937915,This paper,MAG,NA,Daikon Kasuzuke,vegetable,United States of America,"Liberty, TN, United States of America",prokaryote,MiFoDB_beta_v3_prok,58.62,0
EBC_097.14,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus subtilis,This paper,MAG,NA,Cinsoy tamari mother,soy,United States of America,"Cincinnati, OH, United States of America",prokaryote,MiFoDB_beta_v3_prok,99.06,0.12
EBC_098.21,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Companilactobacillus,Companilactobacillus farciminis,This paper,MAG,NA,Cinsoy S-21-V1,soy,United States of America,"Cincinnati, OH, United States of America",prokaryote,MiFoDB_beta_v3_prok,99.48,1.31
EBC_098.8,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halomonadaceae,Salinicola,Salinicola salarius_A,This paper,MAG,NA,Cinsoy S-21-V1,soy,United States of America,"Cincinnati, OH, United States of America",prokaryote,MiFoDB_beta_v3_prok,85.13,3.52
EBC_105.6,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc citreum,This paper,MAG,NA,Volcano Kimchi Smokeshow,vegetable,United States of America,"San Francisco, CA, United States of America",prokaryote,MiFoDB_beta_v3_prok,99.78,0
EBC_110.6,Bacteria,Actinobacteriota,Actinomycetia,Streptosporangiales,Streptosporangiaceae,Nocardiopsis,Nocardiopsis sp.,This paper,MAG,NA,Larger cheese wheel Reiss,dairy,United States of America,"San Francisco, CA, United States of America",prokaryote,MiFoDB_beta_v3_prok,89.16,4.3
EBC_111.13,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Micrococcaceae,Glutamicibacter,Glutamicibacter ardleyensis,This paper,MAG,NA,Pink small cheese Reiss,dairy,United States of America,"San Francisco, CA, United States of America",prokaryote,MiFoDB_beta_v3_prok,88.54,0.27
EBC_113.1,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Tatumella,Tatumella ptyseos,This paper,MAG,NA,Mad ange pdc,fruit,United States of America,"Carnation, WA, United States of America",prokaryote,MiFoDB_beta_v3_prok,95.16,0.3
EBC_133.12,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Moellerella,Moellerella wisconsensis,This paper,MAG,NA,Queens SF Mukeunji,vegetable,United States of America,"San Francisco, CA, United States of America",prokaryote,MiFoDB_beta_v3_prok,91.76,0.54
EBC_133.14,Bacteria,Firmicutes,Bacilli,Mycoplasmatales,Mycoplasmataceae,Spiroplasma,Spiroplasma citri,This paper,MAG,NA,Queens SF Mukeunji,vegetable,United States of America,"San Francisco, CA, United States of America",prokaryote,MiFoDB_beta_v3_prok,80.34,0.11
EBC_134.5,Bacteria,Firmicutes_A,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium beijerinckii,This paper,MAG,NA,Queens SF Lacto Ferm Serrano,vegetable,United States of America,"San Francisco, CA, United States of America",prokaryote,MiFoDB_beta_v3_prok,98.39,8.33
EBC_134.6,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella michiganensis,This paper,MAG,NA,Queens SF Lacto Ferm Serrano,vegetable,United States of America,"San Francisco, CA, United States of America",prokaryote,MiFoDB_beta_v3_prok,94.08,0.65
EBC_134.7,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella variicola,This paper,MAG,NA,Queens SF Lacto Ferm Serrano,vegetable,United States of America,"San Francisco, CA, United States of America",prokaryote,MiFoDB_beta_v3_prok,99.07,3.09
EBC_140.1,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Erwinia,Erwinia sp000599885,This paper,MAG,NA,Wild Sauerkraut 96h,vegetable,United States of America,"Stanford, CA, United States of America",prokaryote,MiFoDB_beta_v3_prok,93.65,0.31
EBC_140.10,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Pantoea,Pantoea brenneri,This paper,MAG,NA,Wild Sauerkraut 96h,vegetable,United States of America,"Stanford, CA, United States of America",prokaryote,MiFoDB_beta_v3_prok,70.64,5.17
EBC_140.5,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Lelliottia,Lelliottia amnigena,This paper,MAG,NA,Wild Sauerkraut 96h,vegetable,United States of America,"Stanford, CA, United States of America",prokaryote,MiFoDB_beta_v3_prok,94.23,1.08
EBC_144.5,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter_D,Enterobacter_D sp.,This paper,MAG,NA,Red Sauerkraut 96h,vegetable,United States of America,"Stanford, CA, United States of America",prokaryote,MiFoDB_beta_v3_prok,76.02,3.45
EBC_145.4,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Serratia,Serratia liquefaciens,This paper,MAG,NA,Red Sauerkraut 21d,vegetable,United States of America,"Stanford, CA, United States of America",prokaryote,MiFoDB_beta_v3_prok,96.69,1.89
EBC_147.23,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Rahnella,Rahnella aceris,This paper,MAG,NA,Curtido 96h,vegetable,United States of America,"Stanford, CA, United States of America",prokaryote,MiFoDB_beta_v3_prok,77.74,0.86
Escobar-ZepedaA_2016__SRR2081070__bin.13,Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Aerococcus,Aerococcus urinaeequi,Pasolli et al. 2020,MAG,NA,Cotija cheese,dairy,Mexico,Mexico,prokaryote,MiFoDB_beta_v3_prok,93.75,2.67
Escobar-ZepedaA_2016__SRR2081070__bin.26,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium crudilactis,Pasolli et al. 2020,MAG,NA,Cotija cheese,dairy,Mexico,Mexico,prokaryote,MiFoDB_beta_v3_prok,69.83,0
Escobar-ZepedaA_2016__SRR2081070__bin.27,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus petauri,Pasolli et al. 2020,MAG,NA,Cotija cheese,dairy,Mexico,Mexico,prokaryote,MiFoDB_beta_v3_prok,95.99,0.8
Escobar-ZepedaA_2016__SRR2081070__bin.4,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Marinilactibacillus,Marinilactibacillus piezotolerans_A,Pasolli et al. 2020,MAG,NA,Cotija cheese,dairy,Mexico,Mexico,prokaryote,MiFoDB_beta_v3_prok,97.81,0.73
FS02_2016_noduplicates_bin.7,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Levilactobacillus,Levilactobacillus sp. 1,Leech et al. 2020,MAG,NA,carrot kimchi,vegetable,United Kingdom,United Kingdom,prokaryote,MiFoDB_beta_v3_prok,79.29,0.36
FS03_2016_noduplicates_bin.6,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactiplantibacillus,Lactiplantibacillus sp. 1,Leech et al. 2020,MAG,NA,boza,grains,United Kingdom,United Kingdom,prokaryote,MiFoDB_beta_v3_prok,80.21,2.57
FS07_2016_noduplicates_bin.20,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Companilactobacillus,Companilactobacillus sp.,Leech et al. 2020,MAG,NA,krauthehi (sauerkraut),vegetable,Germany,Germany,prokaryote,MiFoDB_beta_v3_prok,51.72,1.72
FS29_2017_noduplicates_bin.6,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactiplantibacillus,Lactiplantibacillus sp. 2,Leech et al. 2020,MAG,NA,kimchi,vegetable,Ireland,Ireland,prokaryote,MiFoDB_beta_v3_prok,60.21,1.23
FS32_2017_noduplicates_bin.11,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Ethanoligenenaceae,Ethanoligenens,Ethanoligenens sp.,Leech et al. 2020,MAG,NA,water kefir lemon,sugar,Ireland,Ireland,prokaryote,MiFoDB_beta_v3_prok,79.19,0.67
FS32_2017_noduplicates_bin.4,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,BOG-930,BOG-930 sp.,Leech et al. 2020,MAG,NA,water kefir lemon,sugar,Ireland,Ireland,prokaryote,MiFoDB_beta_v3_prok,82.41,1.72
FS33_2017_noduplicates_bin.1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,Novosphingobium sp.,Leech et al. 2020,MAG,NA,water kefir ginger,sugar,Ireland,Ireland,prokaryote,MiFoDB_beta_v3_prok,97.92,3.36
FS40_2017_noduplicates_bin.4,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Liquorilactobacillus,Liquorilactobacillus sp.,Leech et al. 2020,MAG,NA,kombucha,sugar,Ireland,Ireland,prokaryote,MiFoDB_beta_v3_prok,98.95,0.52
FS41_2017_noduplicates_bin.6,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acetobacter,Acetobacter sp.,Leech et al. 2020,MAG,NA,apple cider vinegar,fruit,Ireland,Ireland,prokaryote,MiFoDB_beta_v3_prok,80.91,1.04
FS44_2017_noduplicates_bin.2,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Liquorilactobacillus,Liquorilactobacillus mali_A,Leech et al. 2020,MAG,NA,"water kefir (pear, honey, ginger)",sugar,Ireland,Ireland,prokaryote,MiFoDB_beta_v3_prok,96.56,0.13
FS44_2017_noduplicates_bin.6,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Gluconobacter,Gluconobacter sp.,Leech et al. 2020,MAG,NA,"water kefir (pear, honey, ginger)",sugar,Ireland,Ireland,prokaryote,MiFoDB_beta_v3_prok,98.54,0.5
